***********************************
* dE/dx data from Fluka 2011.2b-3
* for PROTON (Z=1), 4-HELIUM (Z=2)
* and HEAVYION (Z>=3)
* for ALUMINUMOXIDE (ICRU #106)
* given in keV/µm!
*
* SG, 2015-01-15
***********************************
Z E.MeV.u dE.dx.keV.um
3 2.28E-02 3.97E+02
3 2.37E-02 4.04E+02
3 2.47E-02 4.12E+02
3 2.57E-02 4.19E+02
3 2.68E-02 4.27E+02
3 2.80E-02 4.34E+02
3 2.91E-02 4.42E+02
3 3.04E-02 4.50E+02
3 3.16E-02 4.58E+02
3 3.30E-02 4.66E+02
3 3.43E-02 4.74E+02
3 3.58E-02 4.82E+02
3 3.73E-02 4.90E+02
3 3.89E-02 4.98E+02
3 4.05E-02 5.06E+02
3 4.22E-02 5.15E+02
3 4.40E-02 5.23E+02
3 4.58E-02 5.32E+02
3 4.77E-02 5.40E+02
3 4.97E-02 5.49E+02
3 5.18E-02 5.58E+02
3 5.40E-02 5.67E+02
3 5.63E-02 5.76E+02
3 5.86E-02 5.85E+02
3 6.11E-02 5.94E+02
3 6.37E-02 6.03E+02
3 6.63E-02 6.12E+02
3 6.91E-02 6.21E+02
3 7.20E-02 6.30E+02
3 7.50E-02 6.40E+02
3 7.82E-02 6.49E+02
3 8.15E-02 6.58E+02
3 8.49E-02 6.68E+02
3 8.85E-02 6.77E+02
3 9.22E-02 6.86E+02
3 9.61E-02 6.95E+02
3 1.00E-01 7.05E+02
3 1.04E-01 7.14E+02
3 1.09E-01 7.23E+02
3 1.13E-01 7.32E+02
3 1.18E-01 7.40E+02
3 1.23E-01 7.49E+02
3 1.28E-01 7.57E+02
3 1.33E-01 7.66E+02
3 1.39E-01 7.74E+02
3 1.45E-01 7.82E+02
3 1.51E-01 7.89E+02
3 1.57E-01 7.97E+02
3 1.64E-01 8.04E+02
3 1.71E-01 8.10E+02
3 1.78E-01 8.17E+02
3 1.86E-01 8.23E+02
3 1.93E-01 8.29E+02
3 2.02E-01 8.34E+02
3 2.10E-01 8.39E+02
3 2.19E-01 8.44E+02
3 2.28E-01 8.48E+02
3 2.38E-01 8.51E+02
3 2.48E-01 8.54E+02
3 2.58E-01 8.57E+02
3 2.69E-01 8.59E+02
3 2.80E-01 8.60E+02
3 2.92E-01 8.61E+02
3 3.04E-01 8.62E+02
3 3.17E-01 8.62E+02
3 3.30E-01 8.61E+02
3 3.44E-01 8.60E+02
3 3.58E-01 8.59E+02
3 3.73E-01 8.57E+02
3 3.89E-01 8.55E+02
3 4.05E-01 8.52E+02
3 4.22E-01 8.49E+02
3 4.40E-01 8.45E+02
3 4.59E-01 8.41E+02
3 4.78E-01 8.37E+02
3 4.98E-01 8.31E+02
3 5.19E-01 8.26E+02
3 5.41E-01 8.20E+02
3 5.63E-01 8.13E+02
3 5.87E-01 8.05E+02
3 6.12E-01 7.97E+02
3 6.37E-01 7.88E+02
3 6.64E-01 7.79E+02
3 6.92E-01 7.69E+02
3 7.21E-01 7.58E+02
3 7.51E-01 7.46E+02
3 7.83E-01 7.34E+02
3 8.16E-01 7.22E+02
3 8.50E-01 7.09E+02
3 8.86E-01 6.96E+02
3 9.23E-01 6.82E+02
3 9.62E-01 6.67E+02
3 1.00E+00 6.53E+02
3 1.04E+00 6.38E+02
3 1.09E+00 6.23E+02
3 1.13E+00 6.08E+02
3 1.18E+00 5.93E+02
3 1.23E+00 5.78E+02
3 1.28E+00 5.63E+02
3 1.34E+00 5.49E+02
3 1.39E+00 5.34E+02
3 1.45E+00 5.19E+02
3 1.51E+00 5.05E+02
3 1.58E+00 4.90E+02
3 1.64E+00 4.75E+02
3 1.71E+00 4.61E+02
3 1.78E+00 4.49E+02
3 1.86E+00 4.36E+02
3 1.94E+00 4.24E+02
3 2.02E+00 4.12E+02
3 2.10E+00 4.01E+02
3 2.19E+00 3.89E+02
3 2.28E+00 3.78E+02
3 2.38E+00 3.68E+02
3 2.48E+00 3.58E+02
3 2.58E+00 3.47E+02
3 2.69E+00 3.37E+02
3 2.80E+00 3.27E+02
3 2.92E+00 3.18E+02
3 3.04E+00 3.09E+02
3 3.17E+00 3.00E+02
3 3.30E+00 2.92E+02
3 3.44E+00 2.83E+02
3 3.58E+00 2.75E+02
3 3.73E+00 2.67E+02
3 3.89E+00 2.59E+02
3 4.05E+00 2.52E+02
3 4.22E+00 2.44E+02
3 4.40E+00 2.37E+02
3 4.59E+00 2.30E+02
3 4.78E+00 2.23E+02
3 4.98E+00 2.16E+02
3 5.19E+00 2.10E+02
3 5.40E+00 2.03E+02
3 5.63E+00 1.97E+02
3 5.86E+00 1.91E+02
3 6.11E+00 1.85E+02
3 6.37E+00 1.80E+02
3 6.63E+00 1.74E+02
3 6.91E+00 1.69E+02
3 7.20E+00 1.64E+02
3 7.50E+00 1.58E+02
3 7.81E+00 1.54E+02
3 8.14E+00 1.49E+02
3 8.48E+00 1.44E+02
3 8.84E+00 1.40E+02
3 9.21E+00 1.35E+02
3 9.59E+00 1.31E+02
3 9.99E+00 1.27E+02
3 1.04E+01 1.23E+02
3 1.08E+01 1.19E+02
3 1.13E+01 1.15E+02
3 1.18E+01 1.12E+02
3 1.23E+01 1.08E+02
3 1.28E+01 1.05E+02
3 1.33E+01 1.01E+02
3 1.39E+01 9.81E+01
3 1.44E+01 9.49E+01
3 1.50E+01 9.19E+01
3 1.57E+01 8.90E+01
3 1.63E+01 8.62E+01
3 1.70E+01 8.34E+01
3 1.77E+01 8.08E+01
3 1.84E+01 7.82E+01
3 1.92E+01 7.57E+01
3 2.00E+01 7.33E+01
3 2.08E+01 7.10E+01
3 2.17E+01 6.87E+01
3 2.26E+01 6.65E+01
3 2.35E+01 6.44E+01
3 2.45E+01 6.24E+01
3 2.55E+01 6.04E+01
3 2.66E+01 5.85E+01
3 2.77E+01 5.67E+01
3 2.88E+01 5.49E+01
3 3.00E+01 5.31E+01
3 3.13E+01 5.15E+01
3 3.26E+01 4.99E+01
3 3.39E+01 4.83E+01
3 3.53E+01 4.68E+01
3 3.68E+01 4.53E+01
3 3.83E+01 4.39E+01
3 3.98E+01 4.26E+01
3 4.15E+01 4.12E+01
3 4.32E+01 4.00E+01
3 4.50E+01 3.87E+01
3 4.68E+01 3.74E+01
3 4.87E+01 3.61E+01
3 5.07E+01 3.49E+01
3 5.28E+01 3.38E+01
3 5.49E+01 3.26E+01
3 5.72E+01 3.16E+01
3 5.95E+01 3.05E+01
3 6.19E+01 2.95E+01
3 6.45E+01 2.86E+01
3 6.71E+01 2.76E+01
3 6.98E+01 2.67E+01
3 7.26E+01 2.59E+01
3 7.55E+01 2.50E+01
3 7.86E+01 2.42E+01
3 8.18E+01 2.35E+01
3 8.51E+01 2.27E+01
3 8.85E+01 2.20E+01
3 9.20E+01 2.13E+01
3 9.57E+01 2.07E+01
3 9.95E+01 2.00E+01
3 1.04E+02 1.94E+01
3 1.08E+02 1.88E+01
3 1.12E+02 1.82E+01
3 1.16E+02 1.77E+01
3 1.21E+02 1.71E+01
3 1.26E+02 1.66E+01
3 1.31E+02 1.61E+01
3 1.36E+02 1.57E+01
3 1.41E+02 1.52E+01
3 1.47E+02 1.48E+01
3 1.52E+02 1.43E+01
3 1.58E+02 1.39E+01
3 1.65E+02 1.36E+01
3 1.71E+02 1.32E+01
3 1.78E+02 1.28E+01
3 1.84E+02 1.25E+01
3 1.91E+02 1.21E+01
3 1.99E+02 1.18E+01
3 2.06E+02 1.15E+01
3 2.14E+02 1.12E+01
3 2.22E+02 1.09E+01
3 2.31E+02 1.07E+01
3 2.39E+02 1.04E+01
3 2.48E+02 1.02E+01
3 2.58E+02 9.92E+00
3 2.67E+02 9.69E+00
3 2.77E+02 9.47E+00
3 2.88E+02 9.25E+00
3 2.98E+02 9.05E+00
3 3.09E+02 8.85E+00
3 3.20E+02 8.66E+00
3 3.32E+02 8.48E+00
3 3.44E+02 8.31E+00
3 3.57E+02 8.14E+00
3 3.70E+02 7.98E+00
3 3.83E+02 7.82E+00
3 3.96E+02 7.68E+00
3 4.11E+02 7.53E+00
3 4.25E+02 7.40E+00
3 4.40E+02 7.27E+00
3 4.55E+02 7.14E+00
3 4.71E+02 7.02E+00
3 4.88E+02 6.90E+00
3 5.05E+02 6.79E+00
3 5.22E+02 6.68E+00
3 5.40E+02 6.58E+00
3 5.58E+02 6.48E+00
3 5.77E+02 6.39E+00
3 5.97E+02 6.29E+00
3 6.17E+02 6.21E+00
3 6.37E+02 6.12E+00
3 6.59E+02 6.04E+00
3 6.80E+02 5.97E+00
3 7.03E+02 5.89E+00
3 7.26E+02 5.82E+00
3 7.49E+02 5.75E+00
3 7.74E+02 5.69E+00
3 7.99E+02 5.62E+00
3 8.24E+02 5.56E+00
3 8.51E+02 5.51E+00
3 8.78E+02 5.45E+00
3 9.05E+02 5.40E+00
3 9.34E+02 5.35E+00
3 9.63E+02 5.30E+00
3 9.93E+02 5.26E+00
3 1.02E+03 5.21E+00
3 1.06E+03 5.17E+00
3 1.09E+03 5.13E+00
3 1.12E+03 5.09E+00
3 1.15E+03 5.05E+00
3 1.19E+03 5.02E+00
3 1.23E+03 4.98E+00
3 1.26E+03 4.95E+00
3 1.30E+03 4.92E+00
3 1.34E+03 4.89E+00
3 1.38E+03 4.86E+00
3 1.42E+03 4.84E+00
3 1.46E+03 4.81E+00
3 1.50E+03 4.79E+00
3 1.54E+03 4.77E+00
3 1.59E+03 4.74E+00
3 1.63E+03 4.72E+00
3 1.68E+03 4.70E+00
3 1.73E+03 4.68E+00
3 1.78E+03 4.67E+00
3 1.83E+03 4.65E+00
3 1.88E+03 4.63E+00
3 1.93E+03 4.62E+00
3 1.98E+03 4.60E+00
3 2.04E+03 4.59E+00
3 2.09E+03 4.58E+00
3 2.15E+03 4.56E+00
3 2.21E+03 4.55E+00
3 2.27E+03 4.54E+00
3 2.33E+03 4.53E+00
3 2.39E+03 4.52E+00
3 2.45E+03 4.51E+00
3 2.52E+03 4.50E+00
3 2.59E+03 4.49E+00
3 2.65E+03 4.49E+00
3 2.72E+03 4.48E+00
3 2.79E+03 4.47E+00
3 2.87E+03 4.47E+00
3 2.94E+03 4.46E+00
3 3.02E+03 4.45E+00
3 3.09E+03 4.45E+00
3 3.17E+03 4.44E+00
3 3.25E+03 4.44E+00
3 3.34E+03 4.44E+00
3 3.42E+03 4.43E+00
3 3.51E+03 4.43E+00
3 3.60E+03 4.42E+00
3 3.69E+03 4.42E+00
3 3.78E+03 4.42E+00
3 3.87E+03 4.42E+00
3 3.97E+03 4.41E+00
3 4.07E+03 4.41E+00
