***********************************
* dE/dx data from Fluka 2011.2b-3
* for PROTON (Z=1), 4-HELIUM (Z=2)
* and HEAVYION (Z>=3)
* for WATER, but with customized
* I-value (76.8 eV)
*
* SG, 2015-01-15
***********************************
Z E.MeV.u dE.dx.MeV.cm2.g
6 2.27E-02 2.84E+02
6 2.36E-02 2.92E+02
6 2.46E-02 3.00E+02
6 2.56E-02 3.08E+02
6 2.67E-02 3.16E+02
6 2.78E-02 3.25E+02
6 2.90E-02 3.34E+02
6 3.02E-02 3.43E+02
6 3.15E-02 3.52E+02
6 3.28E-02 3.62E+02
6 3.42E-02 3.72E+02
6 3.56E-02 3.82E+02
6 3.71E-02 3.92E+02
6 3.87E-02 4.03E+02
6 4.03E-02 4.14E+02
6 4.20E-02 4.25E+02
6 4.37E-02 4.37E+02
6 4.56E-02 4.48E+02
6 4.75E-02 4.61E+02
6 4.95E-02 4.73E+02
6 5.15E-02 4.86E+02
6 5.37E-02 4.98E+02
6 5.59E-02 5.12E+02
6 5.83E-02 5.25E+02
6 6.07E-02 5.39E+02
6 6.33E-02 5.52E+02
6 6.59E-02 5.66E+02
6 6.87E-02 5.80E+02
6 7.16E-02 5.95E+02
6 7.46E-02 6.09E+02
6 7.77E-02 6.24E+02
6 8.10E-02 6.38E+02
6 8.43E-02 6.53E+02
6 8.79E-02 6.68E+02
6 9.16E-02 6.82E+02
6 9.54E-02 6.97E+02
6 9.94E-02 7.11E+02
6 1.04E-01 7.26E+02
6 1.08E-01 7.40E+02
6 1.12E-01 7.54E+02
6 1.17E-01 7.67E+02
6 1.22E-01 7.80E+02
6 1.27E-01 7.93E+02
6 1.33E-01 8.05E+02
6 1.38E-01 8.17E+02
6 1.44E-01 8.28E+02
6 1.50E-01 8.39E+02
6 1.56E-01 8.49E+02
6 1.63E-01 8.58E+02
6 1.70E-01 8.67E+02
6 1.77E-01 8.75E+02
6 1.84E-01 8.82E+02
6 1.92E-01 8.88E+02
6 2.00E-01 8.94E+02
6 2.08E-01 8.98E+02
6 2.17E-01 9.02E+02
6 2.26E-01 9.05E+02
6 2.36E-01 9.07E+02
6 2.45E-01 9.08E+02
6 2.56E-01 9.08E+02
6 2.66E-01 9.07E+02
6 2.78E-01 9.06E+02
6 2.89E-01 9.04E+02
6 3.01E-01 8.98E+02
6 3.14E-01 8.93E+02
6 3.27E-01 8.87E+02
6 3.41E-01 8.81E+02
6 3.55E-01 8.74E+02
6 3.70E-01 8.68E+02
6 3.85E-01 8.61E+02
6 4.02E-01 8.54E+02
6 4.18E-01 8.47E+02
6 4.36E-01 8.39E+02
6 4.54E-01 8.29E+02
6 4.73E-01 8.19E+02
6 4.93E-01 8.10E+02
6 5.14E-01 8.00E+02
6 5.35E-01 7.91E+02
6 5.58E-01 7.81E+02
6 5.81E-01 7.73E+02
6 6.06E-01 7.65E+02
6 6.31E-01 7.56E+02
6 6.57E-01 7.48E+02
6 6.85E-01 7.39E+02
6 7.14E-01 7.30E+02
6 7.43E-01 7.22E+02
6 7.75E-01 7.13E+02
6 8.07E-01 7.03E+02
6 8.41E-01 6.94E+02
6 8.76E-01 6.85E+02
6 9.13E-01 6.75E+02
6 9.51E-01 6.66E+02
6 9.91E-01 6.56E+02
6 1.03E+00 6.46E+02
6 1.08E+00 6.36E+02
6 1.12E+00 6.26E+02
6 1.17E+00 6.16E+02
6 1.22E+00 6.05E+02
6 1.27E+00 5.95E+02
6 1.32E+00 5.85E+02
6 1.38E+00 5.74E+02
6 1.43E+00 5.64E+02
6 1.49E+00 5.55E+02
6 1.56E+00 5.45E+02
6 1.62E+00 5.35E+02
6 1.69E+00 5.26E+02
6 1.76E+00 5.16E+02
6 1.83E+00 5.06E+02
6 1.91E+00 4.96E+02
6 1.99E+00 4.86E+02
6 2.07E+00 4.75E+02
6 2.16E+00 4.65E+02
6 2.25E+00 4.55E+02
6 2.35E+00 4.45E+02
6 2.44E+00 4.35E+02
6 2.55E+00 4.25E+02
6 2.65E+00 4.15E+02
6 2.76E+00 4.06E+02
6 2.88E+00 3.96E+02
6 3.00E+00 3.85E+02
6 3.13E+00 3.75E+02
6 3.26E+00 3.65E+02
6 3.39E+00 3.55E+02
6 3.54E+00 3.45E+02
6 3.68E+00 3.35E+02
6 3.84E+00 3.26E+02
6 4.00E+00 3.17E+02
6 4.16E+00 3.07E+02
6 4.34E+00 2.98E+02
6 4.52E+00 2.90E+02
6 4.71E+00 2.81E+02
6 4.91E+00 2.73E+02
6 5.11E+00 2.65E+02
6 5.33E+00 2.57E+02
6 5.55E+00 2.49E+02
6 5.78E+00 2.42E+02
6 6.02E+00 2.35E+02
6 6.27E+00 2.28E+02
6 6.53E+00 2.21E+02
6 6.81E+00 2.14E+02
6 7.09E+00 2.08E+02
6 7.39E+00 2.01E+02
6 7.70E+00 1.95E+02
6 8.02E+00 1.89E+02
6 8.35E+00 1.84E+02
6 8.70E+00 1.78E+02
6 9.07E+00 1.72E+02
6 9.44E+00 1.67E+02
6 9.83E+00 1.62E+02
6 1.02E+01 1.57E+02
6 1.07E+01 1.52E+02
6 1.11E+01 1.47E+02
6 1.16E+01 1.43E+02
6 1.21E+01 1.38E+02
6 1.26E+01 1.34E+02
6 1.31E+01 1.29E+02
6 1.36E+01 1.25E+02
6 1.42E+01 1.21E+02
6 1.48E+01 1.18E+02
6 1.54E+01 1.14E+02
6 1.60E+01 1.10E+02
6 1.67E+01 1.07E+02
6 1.74E+01 1.03E+02
6 1.81E+01 9.99E+01
6 1.89E+01 9.67E+01
6 1.97E+01 9.36E+01
6 2.05E+01 9.06E+01
6 2.13E+01 8.77E+01
6 2.22E+01 8.49E+01
6 2.31E+01 8.22E+01
6 2.41E+01 7.96E+01
6 2.51E+01 7.70E+01
6 2.61E+01 7.46E+01
6 2.72E+01 7.22E+01
6 2.83E+01 6.99E+01
6 2.95E+01 6.76E+01
6 3.07E+01 6.55E+01
6 3.20E+01 6.34E+01
6 3.33E+01 6.14E+01
6 3.47E+01 5.95E+01
6 3.61E+01 5.76E+01
6 3.76E+01 5.58E+01
6 3.91E+01 5.40E+01
6 4.07E+01 5.23E+01
6 4.24E+01 5.07E+01
6 4.41E+01 4.91E+01
6 4.59E+01 4.74E+01
6 4.78E+01 4.58E+01
6 4.98E+01 4.43E+01
6 5.18E+01 4.28E+01
6 5.39E+01 4.13E+01
6 5.61E+01 3.99E+01
6 5.84E+01 3.86E+01
6 6.08E+01 3.73E+01
6 6.32E+01 3.61E+01
6 6.58E+01 3.49E+01
6 6.85E+01 3.38E+01
6 7.12E+01 3.26E+01
6 7.41E+01 3.16E+01
6 7.71E+01 3.06E+01
6 8.02E+01 2.96E+01
6 8.34E+01 2.86E+01
6 8.68E+01 2.77E+01
6 9.03E+01 2.68E+01
6 9.38E+01 2.60E+01
6 9.76E+01 2.52E+01
6 1.02E+02 2.44E+01
6 1.06E+02 2.36E+01
6 1.10E+02 2.29E+01
6 1.14E+02 2.22E+01
6 1.19E+02 2.16E+01
6 1.23E+02 2.09E+01
6 1.28E+02 2.03E+01
6 1.33E+02 1.97E+01
6 1.38E+02 1.91E+01
6 1.44E+02 1.86E+01
6 1.49E+02 1.81E+01
6 1.55E+02 1.76E+01
6 1.61E+02 1.71E+01
6 1.68E+02 1.66E+01
6 1.74E+02 1.61E+01
6 1.81E+02 1.57E+01
6 1.88E+02 1.53E+01
6 1.95E+02 1.49E+01
6 2.02E+02 1.45E+01
6 2.10E+02 1.41E+01
6 2.18E+02 1.38E+01
6 2.26E+02 1.34E+01
6 2.35E+02 1.31E+01
6 2.43E+02 1.28E+01
6 2.53E+02 1.25E+01
6 2.62E+02 1.22E+01
6 2.72E+02 1.19E+01
6 2.82E+02 1.16E+01
6 2.92E+02 1.14E+01
6 3.03E+02 1.11E+01
6 3.14E+02 1.09E+01
6 3.25E+02 1.07E+01
6 3.37E+02 1.04E+01
6 3.50E+02 1.02E+01
6 3.62E+02 1.00E+01
6 3.75E+02 9.82E+00
6 3.88E+02 9.64E+00
6 4.02E+02 9.46E+00
6 4.17E+02 9.28E+00
6 4.31E+02 9.12E+00
6 4.46E+02 8.96E+00
6 4.62E+02 8.81E+00
6 4.78E+02 8.66E+00
6 4.95E+02 8.52E+00
6 5.12E+02 8.38E+00
6 5.29E+02 8.26E+00
6 5.47E+02 8.13E+00
6 5.66E+02 8.01E+00
6 5.85E+02 7.90E+00
6 6.05E+02 7.79E+00
6 6.25E+02 7.69E+00
6 6.46E+02 7.59E+00
6 6.67E+02 7.49E+00
6 6.89E+02 7.40E+00
6 7.11E+02 7.31E+00
6 7.35E+02 7.23E+00
6 7.59E+02 7.15E+00
6 7.83E+02 7.07E+00
6 8.08E+02 7.00E+00
6 8.34E+02 6.93E+00
6 8.61E+02 6.86E+00
6 8.88E+02 6.80E+00
6 9.16E+02 6.74E+00
6 9.44E+02 6.68E+00
6 9.73E+02 6.62E+00
6 1.00E+03 6.56E+00
6 1.04E+03 6.50E+00
6 1.07E+03 6.45E+00
6 1.10E+03 6.40E+00
6 1.13E+03 6.35E+00
6 1.17E+03 6.30E+00
6 1.20E+03 6.26E+00
6 1.24E+03 6.22E+00
6 1.27E+03 6.18E+00
6 1.31E+03 6.14E+00
6 1.35E+03 6.10E+00
6 1.39E+03 6.07E+00
6 1.43E+03 6.03E+00
6 1.47E+03 6.00E+00
6 1.51E+03 5.97E+00
6 1.56E+03 5.94E+00
6 1.60E+03 5.91E+00
6 1.65E+03 5.89E+00
6 1.69E+03 5.86E+00
6 1.74E+03 5.84E+00
6 1.79E+03 5.81E+00
6 1.84E+03 5.79E+00
6 1.89E+03 5.77E+00
6 1.94E+03 5.75E+00
6 2.00E+03 5.73E+00
6 2.05E+03 5.71E+00
6 2.11E+03 5.70E+00
6 2.17E+03 5.68E+00
6 2.22E+03 5.66E+00
6 2.28E+03 5.65E+00
6 2.34E+03 5.64E+00
6 2.41E+03 5.62E+00
6 2.47E+03 5.61E+00
6 2.54E+03 5.60E+00
6 2.60E+03 5.59E+00
6 2.67E+03 5.58E+00
6 2.74E+03 5.57E+00
6 2.81E+03 5.56E+00
6 2.89E+03 5.55E+00
6 2.96E+03 5.54E+00
6 3.04E+03 5.53E+00
6 3.11E+03 5.53E+00
6 3.19E+03 5.52E+00
6 3.27E+03 5.51E+00
6 3.36E+03 5.51E+00
6 3.44E+03 5.50E+00
6 3.53E+03 5.50E+00
6 3.62E+03 5.49E+00
6 3.71E+03 5.49E+00
6 3.80E+03 5.48E+00
